0815-10,Hero,EN,JA,,
s3_loki_male,Lord Loki,"・Copies target's Special Skill and uses it in addition to the caster's own Special Skill.
[*]If the target does not have a Special Skill, or it can't be copied, the following Special Skill will be cast:
[#!]{FALLBACKSPECIALTITLE}[#]
{FALLBACKSPECIALDESCRIPTION}","・ターゲットの特殊スキルをコピーして、術者自身の特殊スキルであるかのように使う。
[*]ターゲットが特殊スキルを持っていない場合や、コピーできない場合は、次の特殊スキルが適用される:
[#!]{FALLBACKSPECIALTITLE}[#]
{FALLBACKSPECIALDESCRIPTION}",,
ninja_onyx,Onyx,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_mica,Mica,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_garnet,Garnet,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_jade,Jade,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_cobalt,Cobalt,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_shale,Shale,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_sapphire,Sapphire,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
ninja_ametrine,Ametrine,・Special Skill has a different effect when charged with 100%/200% mana:,・マナチャージが100%/200%の場合に特殊スキルを使用すると、それぞれ異なる効果を発揮する:,,
halloween_frank,Frank,"・Deals 200% damage to all enemies.
・The damage is increased by +45% per each defeated ally.
・All enemies get -44% defense for 4 turns. This effect can't be dispelled.","・敵全員に200%のダメージを与える。
・倒れた仲間1人につき攻撃力が+45%増加する。
・4ターンの間、敵全員の防御力が-44%になる。この効果は解除できない。",,
halloween_francine,Francine,"・Deals 225% damage to the target and nearby enemies.
・The caster and nearby allies have a {BLOCKCHANCE}% chance to drop any received damage to 1 for 3 turns. If this effect is dispelled, it dispels buffs from all enemies.","・ターゲットと近くにいる敵に225%のダメージを与える。
・3ターンの間、術者と近くにいる仲間が受けたダメージを{BLOCKCHANCE}%の確率で1に減少させる。この効果が解除された場合、敵全員のバフを解除する。",,
halloween_vanda,Vanda,"・Deals 125% damage to all enemies.
・The caster steals 40% of any healing applied to all enemies for 2 turns.
・All allies are immune to new status ailments for 2 turns. This effect can't be dispelled.","・敵全員に125%のダメージを与える。
・2ターンの間、術者が敵全員に適用されたあらゆる種類の回復の40%を盗む。
・2ターンに渡って、仲間全員が新たなステータス異常を無効化する。この効果は解除できない。",,
halloween_jack,Jack,"・Deals 200% damage to the target.
・The target receives a Pumpkin Bomb. After 3 turns the Pumpkin Bomb explodes and deals 982 damage to the target and nearby enemies. The Pumpkin Bomb also explodes when the target is defeated.","・ターゲットに200%のダメージを与える。
・ターゲットにパンプキン爆弾を与える。パンプキン爆弾は3ターン後に爆発し、ターゲットと近くにいる敵に982ダメージを与える。パンプキン爆弾はターゲットが倒れた場合にも爆発する。",,
christmas_carol,Carol,"・NO_TEMPLATE_FOR_specials.v2.directeffect.addmana.single.enemies
・The target receives a Gift Bomb. After 3 turns the Gift Bomb explodes and deals -156 damage to the target and -25 damage to nearby targets. The Gift Bomb also explodes when the target is defeated.","・NO_TEMPLATE_FOR_specials.v2.directeffect.addmana.single.enemies
・ターゲットにギフト爆弾を与える。3ターン後に、ギフト爆弾は爆発し、ターゲットに-156ダメージを与え、近くにいる敵に-25ダメージを与える。ギフト爆弾は、ターゲットが倒れた場合にも爆発する。",,
christmas_frosty,Frosty,・Recovers 32% health for all allies.,・仲間全員のライフを32%回復する。,,
christmas_krampus,Krampus,"・The caster gets Taunt that prevents enemies from using Special Skills on the caster's allies for 3 turns.
・The caster gets 144% defense, and a further 144% increase every time they are hit during 3 turns, up to 144% defense.
・All allies get 50% attack for 3 turns. This effect can't be dispelled.","・3ターンの間、術者が挑発のステータス効果を発動し、敵が術者の仲間に特殊スキルを使用できなくなる。
・3ターンの間、術者の防御力が144%になる。さらに、攻撃を受けるたびに144%ずつ増加する。最大144%まで。
・3ターンの間、仲間全員の攻撃力が50%になる。この効果は解除できない。",,
nature_god_bertila,Bertila,"・Deals 370% damage to all enemies.
・Lifts all cleansable status ailments that affect attack or defense from all allies and randomly distributes them on enemies.","・敵全員に370%のダメージを与える。
・仲間全員の攻撃力や防御力に影響する浄化可能なステータス異常を解除し、敵全員にランダムに分配する",,
holy_god_uraeus,Uraeus,"・Deals 585% damage to the target.
・Damage bypasses target's Minions.
・All enemies who own a Minion or a Fiend receive 420 Sand damage over 3 turns.","・ターゲットに585%のダメージを与える。
・ダメージはターゲットの持つミニオンを貫通する。
・3ターンの間、ミニオンまたはフィエンドを所有する敵全員に420の砂ダメージを与える。",,
s4_aouda,Aouda,"・Deals 450% damage to the target.
・Deals 450 extra damage if the target has boosted health.","・ターゲットに450%のダメージを与える。
・ターゲットがライフブースト状態の場合、450の追加ダメージを与える。",,
s4_captain_nemo,Captain Nemo,"・Deals 300% damage to the target.
・Deals +200% damage if the caster has status ailments or negative stacks.","・ターゲットに300%のダメージを与える。
・術者がステータス異常やマイナスの累積効果の影響を受けている場合、+200%のダメージを与える。",,
s4_professor_lidenbrock,Prof. Lidenbrock,"・Boosts health of all allies by 200. Boosted health can exceed max HP.
・All allies regenerate 1 HP over 4 turns.","・仲間全員のHPを200回復する。ライフ値が最大HPを超えた場合は、一時的に最大HP値が増加する。
・4ターンに渡って、仲間全員のHPが1回復する。",,
s4_doctor_moreau,Dr. Moreau,"・Deals 270% damage to the target and nearby enemies.
・The target and nearby enemies get -121% accuracy for 3 turns.","・ターゲットと近くにいる敵に270%のダメージを与える。
・3ターンの間、ターゲットと近くにいる敵の命中率が-121%になる。",,
s4_zenobia,Zenobia,"・Deals 320% damage to the enemies on the edges of the enemy formation. If there is only one enemy, the damage is doubled.
・Alters the power of all [##elementblue]Ice[#] shields on the board. When an attacking Hero casts the special, the shields become enhanced and give +320% more mana. When a defending Hero casts the special, the shields become weakened and give +320% less mana.","・敵陣形の両端にいる敵に320%のダメージを与える。敵が1体しかいない場合は与えるダメージが2倍になる。
・ボード上にあるすべての[##elementblue]氷属性[#]の盾を変容する。攻撃側の英雄が特殊スキルを使用すると、盾が強化され、マナが+320%になる。防衛側の英雄が特殊スキルを使用すると、盾が弱体化され、マナが+320%になる。",,
s4_phileas_fogg,Phileas Fogg,"・Deals 420% damage to the target.
・The target gets -58% defense against [#70e92f]Nature[#] for 4 turns.","・ターゲットに420%のダメージを与える。
・4ターンの間、ターゲットの[#70e92f]自然属性[#]への防御力が-58%になる。",,
